أسس=تأسيس
أكَلَ=أكل
أكَلَّ=إكلال
أكْمَلَ=إكمال
أَلاَنَ=إلانة
أَلْبَسَ=إلباس
ألْجَأ=إلجاء
ألْجَمَ=إلجام
ألْحَد=إلحاد
ألْحَفَ=إلحاف
ألَحَقَ=إلحاق
أَلْحَمَ=إلحام
أَلْزَقَ=إلزاق
ألْزَمَ=إلزام
ألْغَى=إلغاء
أَلِفَ=إلاف
أَلِفَ=ألف
أَلَّفَ=تأليف
أَلَقَ=ألق
ألْقَحَ=إلقاح
أَلْقَى=إلقاء
أَلَمَّ=إلمام
أَلِمَ=ألم
ألَهَ=ألوهة
ألَهَ=ألوهيّة
ألْهَبَ=إلهاب
ألْهَمَ=إلهام
ألْهَى=إلهاء
أمَّ=إمامة
أَمَّ=أمومة
أمَاتَ=إماتة
أمَاطَ=إماطة
أَمْتَعَ=إمتاع
أَمَدَّ=إمداد
أَمَرَ، أَمِرَ=أمر
أَمَرَ=إمارة
أَمَرَ=أمر
أَمَرَّ=إمرار
أَمْرَضَ=إمراض
أَمْرَعَ=إمراع
أَمْرَغَ=إمراغ
أَمْرَقَ=إمراق
أَمْسَكَ=إمساك
أَمْسَى=ممسى
أَمَصَّ=إمصاص
أَمْصَلَ=إمصال
أَمْضَغَ=إمضاغ
أَمْضى=إمضاء
أَمْطَرَ=إمطار
أَمْطَى=إمطاء
أَمْعَنَ=إمعان
أَمْكَنَ=إمكان
أَمَلَ=أمل
أَمَلَّ=إملال
أَمْلَحَ=إملاح
أَمْلَقَ=إملاق
أَمْلَكَ=إملاك
أَمْلى=إملاء
أَمَّمَ=تأميم
أَمِنَ، أَمَنَ=أمن
أمُنَ=أمانة
أمِنَ=أمان
أَمَّنَ=تأمين
أَمْهَلَ=إمهال
أنَّ=أنين
أَنَّ=أنّة
أَنابَ=إنابة
أَنارَ=إنارة
أَناطَ=إناطة
أَنَّبَ=تأنيب
أَنْبَأَ=إنباء
أَنْبَتَ=إنبات
أَنْتَجَ=إنتاج
أَنْجَبَ=إنجاب
أَنْجَحَ=إنجاح
أَنْجَدَ=إنجاد
أَنْجَزَ=إنجاز
أَنْدَبَ=إنداب
أَنْذَرَ=إنذار
أَنْزَفَ=إنزاف
أَنْزَلَ=إنزال
أَنَسَ، أَنِسَ، أَنُسَ=أنس
أَنْسَفَ=إنساف
أَنْشَأَ=إنشاء
أَنْشَدَ=إنشاد
أَنْشَطَ=إنشاط
أَنْشَلَ=إنشال
أَنْصَتَ=انصات
أَنْصَفَ=إنصاف
أَنْضَجَ=إنضاج
أَنْطَحَ=انتطاح
أَنْظَمَ=إنظام
أَنْعَثَ=إنعاث
أَنْعَشَ=إنعاش
أَنْعَمَ=إنعام
أَنْفَضَ=إنفاض
أَنْفَقَ=إنفاق
أَنِقَ=أناقة
أنْقَذَ=إنقاذ
أنْقَصَ=إنقاص
أَنْكَرَ=إنكار
أنْمَى=إنماء
أنْهَضَ=إنهاض
أنْهَكَ=انهاك
أنْهَى=إنهاء
أَنَى=أناء
أَنَى=أناة
أهَانَ=إهانة
أَهْبَطَ=إهباط
أهْدَرَ=إهدار
أهْدَى=إهداء
أَهْرَقَ=إهراق
أهَلَّ=إهلال
أَهْلَكَ=إهلاك
أَهْمَلَ=إهمال
أَوْجَبَ=إيجاب
أَوْجَزَ=إيجاز
أوْحَى=إيحاء
أوِدَ=أود
أَوْدَعَ=إيداع
أوْرَدَ=إيراد
أوْصَفَ=إيصاف
أوْصَلَ=إيصال
أَوْطَأَ=إيطاء
أَوْقَعَ=إيقاع
أوْهَمَ=إيهام
أَيَّدَ=تأييد
اِئْتَكَلَ=ائتكال
اِئْتَلَفَ=ائتلاف
اِئْتَلَقَ=ائتلاق
اِئْتمَرَ=ائتمار
اِئْتَمَنَ=ائتمان
اِبْتَأسَ=ابتئاس
اِبْتَاعَ=ابتياع
اِبتدَأ=ابتداء
اِبْتَدَعَ=ابتداع
اِبْتِذَلَ=ابتذال
اِبْتَزَّ=ابتزاز
اِبْتَسَمَ=ابتسام
اِبْتَعَدَ=ابتعاد
اِبْتَغى=ابتغاء
اِبْتَكَرَ=ابتكار
اِبْتَلَعَ=ابتلاع
اِبْتَلَى=ابتلاء
اِبْتَنَى=ابتناء
اِبْتَهَجَ=ابتهاج
اِبْتَهَلَ=ابتهال
اِبْيَضَّ=ابيضاض
اِتَّأَدَ=اتّئاد
اِتَّبَعَ=اتّباع
اِتَّجَرَ=اتّجار
اِتَّجَهَ=اتّجاه
اِتَّحَدَ=اتّحاد
اِتَّخَذَ=اتّخاذ
اِتَّزَنَ=اتّزان
اِتَّسَخَ=اتّساخ
اِتَّسَعَ=اتّساع
اِتَّسَقَ=اتّساق
اِتَّسَمَ=اتّسام
اِتَّشَحَ=اتّشاح
اِتَّصَفَ=اتّصاف
اِتَّصَلَ=اتّصال
اِتَّضَحَ=اتّضاح
اِتَّعَظَ=اتّعاظ
اِتَّفَقَ=اتّفاق
اِتَّقَدَ=اتّقاد
اِتَّقَى=اتّقاء
اِتَّكَأ=اتّكاء
اِتَّكَلَ=اتّكال
اِتَّهَمَ=اتّهام
اِجْتَاحَ=اجتياح
اِجْتَازَ=اجتياز
اِجْتَثَّ=اجتثاث
اِجْتَذَبَ=اجتذاب
اِجْتَرَّ=اجترار
اِجْتَرأ=اجتراء
اِجْترعَ=اجتراع
اِجْتَرَفَ=اجتراف
اِجْتَزَّ=اجتزاز
اِجْتَلبَ=اجتلاب
اِجْتَمَعَ=اجتماع
اِجْتَنَبَ=اجتناب
اِجْتَنَى=اجتناء
اِجْتَهَدَ=اجتهاد
اِحْتَاجَ=احتياج
اِحْتَاطَ=احتياط
اِحْتَالَ=احتيال
اِحْتَبَسَ=احتباس
اِحْتَجَّ=احتجاج
اِحْتَجَبَ=احتجاب
اِحْتَجَزَ=احتجاز
اِحْتَدَّ=احتداد
اِحْتَدَمَ=احتدام
اِحتَذَى=احتذاء
اِحْتَرزَ=احتراز
اِحْتَرَسَ=احتراس
اِحْتَرَفَ=احتراف
اِحْتَرَقَ=احتراق
اِحْتَرَمَ=احترام
اِحْتَسَبَ=احتساب
اِحْتَسَى=احتساء
اِحْتَشَدَ=احتشاد
اِحْتَشَمَ=احتشام
اِحْتَضَرَ=احتضار
اِحْتَضَن=احتضان
اِحْتَطَبَ=احتطاب
اِحْتَفَظَ=احتفاظ
اِحْتَفَى=احتفاء
اِحْتقَرَ=احتقار
اِحْتقَنَ=احتقان
اِحْتَكَّ=احتكاك
اِحْتَكَرَ=احتكار
اِحْتَكَمَ=احتكام
اِحْتَلَّ=احتلال
اِحْتَلَبَ=احتلاب
اِحْتَلَمَ=احتلام
اِحْتَمَلَ=احتمال
اِحْتَمَى=احتماء
اِحْتَوَى=احتواء
اِحْدَوْدَبَ=احديداب
اِحْمَرَّ=احمرار
اِحْوَرَّ=احورار
اِحْوَلَّ=احولال
اِخْتارَ=اختيار
اِخْتَالَ=اختيال
اِخْتَبَأ=اختباء
اِخْتَبَرَ=اختبار
اِخْتَبَزَ=اختباز
اِخْتَتَمَ=اختتام
اِخْتَتَنَ=اختتان
اِخْتَرَعَ=اختراع
اِخْتَرَقَ=اختراق
اِخْتَزَلَ=اختزال
اِخْتزَنَ=اختزان
اِخْتَصَّ=اختصاص
اِخْتَصَرَ=اختصار
اِخْتَصَمَ=اختصام
اِخْتَضَبَ=اختضاب
اِخْتَطَّ=اختطاط
اِخْتَطَفَ=اختطاف
اِخْتَفَى=اختفاء
اِخْتَلَّ=اختلال
اِخْتَلَجَ=اختلاج
اِخْتَلَسَ=اختلاس
اِخْتَلَطَ=اختلاط
اِخْتَلَفَ=اختلاف
اِخْتَلقَ=اختلاق
اِخْتَلى=اختلاء
اِخْتَمَرَ=اختمار
اِخْتَنَقَ=اختناق
اِخضر=اخضيضار
اِخْضَرَّ=اخضرار
اِدَّثَرَ=ادّثار
اِدَّخَرَ=ادّخار
اِدَّعَى=ادّعاء
اِذَّخَرَ=اذّخار
اِذَّكَرَ=اذّكار
اِرْتَاحَ=ارتياح
اِرْتَادَ=ارتياد
اِرتاع=ارتياع
اِرْتَبَطَ=ارتباط
اِرْتَبَكَ=ارتباك
اِرْتَجَّ=ارتجاج
اِرْتَجَفَ=ارتجاف
اِرْتَجَلَ=ارتجال
ارْتَحَل=ارتحال
اِرْتَخَى=ارتخاء
اِرْتَدَّ=ارتداد
اِرْتَدَى=ارتداء
اِرْتَزَقَ=ارتزاق
اِرْتَسَمَ=ارتسام
اِرْتَشَفَ=ارتشاف
اِرْتَشَى=ارتشاء
اِرْتَصَفَ=ارتصاف
اِرْتَضَى=ارتضاء
اِرْتَطَمَ=ارتطام
اِرْتَعَدَ=ارتعاد
اِرْتَعَشَ=ارتعاش
اِرْتَفَعَ=ارتفاع
اِرْتَقَبَ=ارتقاب
اِرْتَقَى=ارتقاء
اِرْتَكَبَ=ارتكاب
اِرْتَكَزَ=ارتكاز
اِرْتَكَسَ=ارتكاس
اِرْتَمَى=ارتماء
اِرْتَوَى=ارتواء
اِرْعَوَى=ارعواء
اِزْدَادَ=ازدياد
اِزدانَ=ازديان
اِزْدَحَمَ=ازدحام
اِزْدَرَدَ=ازدراد
اِزْدَرَى=ازدراء
اِزْدَهَرَ=ازدهار
اِزْدَهَى=ازدهاء
اِزْدَوَجَ=ازدواج
اِزوَرَّ=ازورار
اِسْتَأْثَرَ=استئثار
اِسْتَأْجَرَ=استئجار
اِسْتَأْذَنَ=استئذان
اِسْتَأْسَدَ=استئساد
اِسْتَأْصَلَ=استئصال
اِسْتَأْنَسَ=استئناس
اِسْتَأْنَفَ=استئناف
اِسْتَاءَ=استياء
اِسْتَباحَ=استباحة
اِسْتَبَانَ=استبانة
استبخر=استبخار
اِسْتَبَدَّ=استبداد
اِسْتَبْدَلَ=استبدال
اِسْتَبْرَكَ=استبراك
اِسْتَبْسَلَ=استبسال
اِسْتَبْشَرَ=استبشار
اِسْتَبْشَعَ=استبشاع
اِسْتَبْصَرَ=استبصار
اِسْتَبْطَأَ=استبطاء
اِسْتَبْطَنَ=استبطان
اِسْتَبْعَدَ=استبعاد
اِسْتَبَقَ=استباق
اِسْتَبْقَى=استبقاء
اِسْتَبْهَمَ=استبهام
اِسْتَتَبَّ=استتباب
اِسْتَتَرَ=استتار
اِسْتَثْقَلَ=استثقال
اِسْتَثْمَرَ=استثمار
اِسْتَثْنَى=استثناء
اِسْتَجَابَ=استجابة
اِسْتَجْدَى=استجداء
اِسْتَجْلَبَ=استجلاب
اِسْتَجْلَى=استجلاء
اِسْتَجَمَّ=استجمام
اِسْتَجْوَبَ=استجواب
اِسْتَحَالَ=استحالة
اِسْتَحْدَثَ=استحداث
اِسْتَحْسَنَ=استحسان
اِسْتَحْصَدَ=استحصاد
اِسْتَحْصَلَ=استحصال
اِسْتَحْضَرَ=استحضار
اِسْتَحَقَّ=استحقاق
اِسْتَحْكَمَ=استحكام
اِسْتِحْلاءٌ=استحلاء
اِسْتَحَمَّ=استحمام
اِسْتَحْمَلَ=استحمال
اِسْتَحْوَذَ=استحواذ
اِسْتَحْيَا=استحياء
اِسْتَخْبَرَ=استخبار
اِسْتَخْدَمَ=استخدام
اِسْتَخْرَجَ=استخراج
اِسْتَخَفَّ=استخفاف
اِسْتَخْفَى=استخفاء
اِسْتَخْلَصَ=استخلاص
اِسْتَدَارَ=استدارة
اِسْتَدَامَ=استدامة
اِسْتَدَانَ=استدانة
اِسْتَدْرَجَ=استدراج
اِسْتَدْرَكَ=استدراك
اِسْتَدْعَى=استدعاء
اِسْتَدْفَأَ=استدفاء
اِسْتَدَلَّ=استدلال
اِسْتَذْكَرَ=استذكار
اِسْتَرَاحَ=استراحة
اِسْتَرْجَعَ=استرجاع
اِسْتَرْخَصَ=استرخاص
اِسْتَرْخَى=استرخاء
اِسْتَرَدَّ=استرداد
اِسْتَرْزَقَ=استرزاق
اِسْتَرْسَلَ=استرسال
اِسْتَرْشَدَ=استرشاد
اِسْتَرْضَى=استرضاء
اِسْتَرْعَى=استرعاء
اِسْتَرَقَ=استراق
اِسْتَسَاغَ=استساغة
اِسْتَسْقَى=استسقاء
اِسْتَسْلَمَ=استسلام
اِسْتَسْهَلَ=استسهال
اِسْتَشَارَ=استشارة
اِسْتَشْرَفَ=استشراف
اِسْتَشْرَقَ=استشراق
اِسْتَشْرَى=استشراء
اِسْتَشْعَرَ=استشعار
اِسْتَشَفَّ=استشفاف
اِسْتَشْفَى=استشفاء
اِسْتَشْهَدَ=استشهاد
اِسْتَصْحَبَ=استصحاب
اِسْتَصْدَرَ=استصدار
اِسْتَصْرَخَ=استصراخ
اِسْتَصْعَبَ=استصعاب
اِسْتَصْغَرَ=استصغار
اِسْتَصْلَحَ=استصلاح
اِسْتَصْوَبَ=استصواب
اِسْتَضاءَ=استضاءة
اِسْتَضَافَ=استضافة
اِسْتَطَابَ=استطابة
اِسْتَطارَ=استطارة
اِسْتَطَاعَ=استطاعة
اِسْتَطالَ=استطالة
اِسْتَطْرَبَ=استطراب
اِستَطْرَدَ=استطراد
اِسْتَطْرَفَ=استطراف
اِسْتَطْلَعَ=استطلاع
اِسْتَظْرَفَ=استظراف
اِسْتَظَلَّ=استظلال
اِسْتَظْهَرَ=استظهار
اِسْتَعادَ=استعادة
اِسْتَعاذَ=استعاذة
اِسْتَعارَ=استعارة
اِسْتَعاضَ=استعاضة
اِسْتَعْبَدَ=استعباد
اِسْتَعْجَلَ=استعجال
اِسْتَعَدَّ=استعداد
اِسْتِعْداء=استعداء
اِسْتَعْذَبَ=استعذاب
اِسْتَعْرَبَ=استعراب
اِسْتَعْرَضَ=استعراض
اِسْتَعْصَى=استعصاء
اِسْتَعْطَفَ=استعطاف
اِسْتَعْطَى=استعطاء
اِسْتَعْظَمَ=استعظام
اِسْتَعْلَمَ=استعلام
اِسْتَعْلَى=استعلاء
اِسْتَعْمَرَ=استعمار
اِسْتَعْمَلَ=استعمال
اِسْتَغاثَ=استغاثة
اِسْتَغْرَبَ=استغراب
اِسْتَغْرَقَ=استغراق
